VisitYear,VisitMonth,Rating,Continent,Country,CityName,Attraction,AttractionType,VisitMode
2019,5,4,3,7,2244,28,15,1
2019,5,5,3,7,73,28,15,3
2019,4,5,4,98,4099,28,15,2
2019,5,5,4,65,1319,28,15,3
2019,5,5,3,100,3793,28,15,1
2019,5,5,4,144,2701,28,15,1
2019,5,5,3,7,3692,28,15,3
2019,5,5,4,144,345,28,15,2
2019,4,5,3,100,385,28,15,3
2019,5,5,1,145,3300,28,15,3
2019,4,5,0,125,827,28,15,2
2019,4,5,3,7,3692,28,15,2
2019,5,5,4,144,4177,28,15,3
2019,4,4,3,7,655,28,15,2
2019,4,5,3,7,4695,28,15,2
2019,4,5,3,7,2963,28,15,2
2019,4,4,1,145,3748,28,15,2
2019,4,5,3,7,3313,28,15,1
2019,4,5,3,7,2849,28,15,1
2019,4,4,2,62,299,28,15,2
2019,4,4,2,122,4406,28,15,1
2017,5,5,2,109,4715,28,15,2
2017,5,5,3,7,4910,28,15,1
2017,5,4,3,7,2963,28,15,2
2017,5,4,3,7,812,28,15,2
2017,5,5,3,7,29,28,15,2
2017,5,5,3,7,29,28,15,2
2017,5,5,2,61,3176,28,15,2
2017,5,5,3,100,965,28,15,1
2017,5,5,2,122,4406,28,15,1
2017,5,5,2,139,63,28,15,1
2017,5,5,2,61,922,28,15,2
2017,4,5,3,7,3692,28,15,2
2016,12,5,3,7,4695,28,15,2
2017,4,5,2,128,1036,28,15,4
2017,5,5,4,144,3832,28,15,3
2017,5,5,3,100,4766,28,15,2
2017,3,1,2,62,1230,28,15,2
2017,5,5,3,7,29,28,15,2
2017,5,5,3,7,2963,28,15,2
2017,5,4,3,7,2963,28,15,3
2017,5,5,3,7,3409,28,15,2
2017,4,5,2,31,1992,28,15,2
2017,5,5,1,145,5196,28,15,2
2017,4,5,2,61,323,28,15,2
2017,4,4,2,122,4406,28,15,3
2017,4,1,1,145,4247,28,15,3
2016,7,4,3,7,3692,28,15,2
2017,4,4,2,63,2104,28,15,2
2016,6,5,3,7,3313,28,15,2
2017,4,5,3,7,29,28,15,2
2017,4,5,3,7,3692,28,15,2
2017,4,5,2,109,873,28,15,1
2017,4,5,3,7,4895,28,15,2
2016,7,5,2,12,1253,28,15,2
2017,4,4,3,7,2963,28,15,2
2017,4,5,4,144,1296,28,15,2
2017,4,3,3,7,3692,28,15,2
2017,4,5,3,7,3808,28,15,2
2017,4,5,2,122,4406,28,15,3
2017,4,3,2,62,2147,28,15,3
2017,4,5,3,7,108,28,15,3
2017,3,5,4,144,2676,28,15,3
2016,11,5,2,62,319,28,15,3
2017,3,5,4,144,1673,28,15,3
2017,3,4,3,7,3121,28,15,2
2017,2,5,3,7,29,28,15,3
2016,9,5,3,7,3692,28,15,2
2017,2,5,4,144,1467,28,15,1
2017,2,4,3,7,5247,28,15,1
2017,2,5,3,7,1708,28,15,1
2017,2,5,3,7,668,28,15,2
2016,11,5,3,7,655,28,15,2
2016,9,5,4,144,2785,28,15,1
2017,2,5,1,27,806,28,15,2
2017,1,4,3,7,4695,28,15,2
2017,2,5,3,7,1702,28,15,2
2016,11,5,2,62,299,28,15,3
2017,1,5,3,7,3692,28,15,1
2016,3,4,2,62,2086,28,15,3
2017,1,5,3,7,2963,28,15,2
2017,1,5,4,144,4651,28,15,3
2017,1,4,3,100,1933,28,15,2
2017,1,4,3,7,1626,28,15,3
2017,1,5,3,7,64,28,15,2
2016,6,5,2,81,2470,28,15,2
2017,1,5,3,7,710,28,15,2
2017,1,5,3,7,2963,28,15,2
2016,11,5,4,144,837,28,15,3
2017,1,5,3,7,655,28,15,2
2016,12,5,3,7,3692,28,15,2
2017,1,5,3,7,43,28,15,2
2017,1,5,3,7,4910,28,15,1
2017,1,5,2,122,4406,28,15,1
2017,1,4,3,7,712,28,15,2
2017,1,5,0,125,827,28,15,3
2017,1,4,3,7,1702,28,15,2
2017,1,5,1,54,1729,28,15,3
2017,1,5,3,100,232,28,15,2
2016,12,5,3,7,2095,28,15,3
2016,12,3,3,7,3692,28,15,2
2016,12,3,2,31,405,28,15,3
2016,12,3,2,143,4043,28,15,2
2016,12,5,3,7,1948,28,15,2
2016,12,5,3,7,655,28,15,3
2016,1,5,1,145,4198,28,15,3
2016,12,4,4,127,339,28,15,2
2016,12,4,3,7,458,28,15,2
2016,11,3,4,131,4687,28,15,2
2016,12,4,3,7,3692,28,15,2
2016,12,4,2,69,5429,28,15,1
2016,11,4,3,100,5216,28,15,1
2016,11,4,3,7,2963,28,15,2
2016,11,5,2,122,4406,28,15,2
2016,11,5,3,7,248,28,15,2
2016,11,5,2,61,1816,28,15,2
2016,11,5,2,128,2242,28,15,1
2016,11,4,4,144,2701,28,15,3
2016,11,5,3,7,1948,28,15,2
2016,11,5,3,100,232,28,15,2
2016,11,4,3,7,4695,28,15,2
2016,11,5,3,7,4910,28,15,3
2016,10,5,2,81,2466,28,15,3
2016,10,5,2,31,3914,28,15,1
2016,10,3,3,7,4808,28,15,2
2016,10,4,0,125,1339,28,15,1
2016,10,3,3,7,2338,28,15,2
2016,10,5,3,7,3632,28,15,2
2016,10,5,3,7,1844,28,15,2
2016,10,5,3,7,2963,28,15,1
2016,10,5,3,7,2963,28,15,2
2016,6,5,2,81,2446,28,15,1
2016,10,5,3,7,3692,28,15,2
2016,10,5,3,7,2203,28,15,2
2016,10,4,3,7,3313,28,15,2
2016,10,4,1,145,4247,28,15,2
2016,10,5,3,7,1971,28,15,2
2016,10,5,4,144,2701,28,15,2
2015,10,5,4,52,569,28,15,2
2016,7,4,3,7,765,28,15,3
2016,9,4,4,114,514,28,15,3
2016,9,5,2,122,4406,28,15,1
2016,9,5,3,7,2963,28,15,2
2016,9,5,3,7,3692,28,15,2
2016,9,3,4,15,1881,28,15,1
2016,7,5,3,100,1843,28,15,2
2016,9,3,3,7,655,28,15,2
2016,9,5,1,145,5034,28,15,1
2016,9,4,3,7,3692,28,15,2
2016,9,4,4,102,3541,28,15,2
2016,6,5,4,116,3129,28,15,1
2016,9,5,3,7,2963,28,15,2
2016,8,3,3,7,3692,28,15,2
2016,9,4,4,52,3189,28,15,1
2016,9,5,2,97,2273,28,15,2
2016,9,5,4,144,4451,28,15,1
2016,9,5,3,7,5534,28,15,2
2016,9,5,3,7,1626,28,15,2
2016,9,3,4,127,2825,28,15,1
2016,9,5,3,7,4695,28,15,1
2016,9,5,2,73,2490,28,15,1
2016,8,5,3,7,2963,28,15,2
2016,2,5,2,61,2087,28,15,1
2016,8,5,2,61,3176,28,15,2
2016,8,5,1,145,2630,28,15,2
2016,8,5,4,144,661,28,15,2
2016,8,5,3,7,3692,28,15,2
2016,8,5,3,7,2786,28,15,2
2016,8,5,4,110,2430,28,15,3
2016,8,5,3,7,2963,28,15,1
2016,8,5,2,113,1273,28,15,2
2016,8,5,2,122,4406,28,15,3
2016,8,5,3,7,4695,28,15,1
2016,8,3,3,7,3692,28,15,3
2016,8,4,2,61,18,28,15,1
2016,8,5,4,144,2701,28,15,1
2016,8,5,3,7,655,28,15,2
2016,7,4,3,7,4695,28,15,2
2016,8,5,3,7,29,28,15,2
2016,8,5,4,98,127,28,15,2
2016,8,5,3,7,2913,28,15,3
2016,4,5,3,7,3692,28,15,2
2016,8,5,4,144,3764,28,15,1
2016,8,5,3,7,3183,28,15,2
2015,9,3,3,7,3692,28,15,2
2016,7,5,3,7,655,28,15,2
2016,6,5,3,7,29,28,15,1
2016,7,4,4,39,1,28,15,2
2016,7,5,1,145,728,28,15,2
2016,7,5,3,7,29,28,15,1
2016,7,4,3,7,765,28,15,2
2016,1,4,4,144,503,28,15,3
2016,7,5,4,102,4585,28,15,1
2016,7,5,3,7,2963,28,15,2
2016,7,5,3,7,3692,28,15,2
2016,7,4,3,7,2963,28,15,2
2016,7,4,3,7,3305,28,15,2
2016,6,5,3,7,3154,28,15,2
2016,7,4,2,31,1992,28,15,2
2016,7,5,3,7,3131,28,15,2
2016,7,5,2,122,4406,28,15,2
2016,7,3,3,7,2786,28,15,3
2016,7,4,3,7,5079,28,15,2
2016,7,5,3,7,1228,28,15,2
2016,7,5,3,7,1626,28,15,1
2016,7,4,3,7,3692,28,15,2
2016,6,5,3,7,2963,28,15,2
2016,6,4,4,39,1572,28,15,1
2016,6,4,3,7,2687,28,15,2
2015,12,5,2,31,5412,28,15,1
2016,6,4,3,7,2272,28,15,2
2016,6,5,2,61,1815,28,15,2
2016,6,5,3,7,2584,28,15,2
2016,6,3,3,7,3343,28,15,2
2016,4,5,0,43,767,28,15,3
2016,6,5,1,27,4372,28,15,3
2016,6,5,1,21,2783,28,15,2
2016,6,5,3,100,233,28,15,2
2016,6,5,3,7,2963,28,15,2
2016,6,5,2,62,1230,28,15,1
2016,6,5,3,7,3692,28,15,2
2016,6,4,3,7,1381,28,15,1
2016,6,5,2,122,4406,28,15,2
2016,6,5,3,7,2493,28,15,2
2016,6,5,3,7,2963,28,15,2
2016,6,4,2,61,3290,28,15,2
2016,6,4,2,77,406,28,15,1
2016,6,5,2,109,2818,28,15,2
2016,5,5,4,98,4827,28,15,1
2016,6,5,3,7,3692,28,15,4
2016,6,5,1,21,4261,28,15,3
2016,6,4,2,61,1815,28,15,2
2016,6,5,3,7,2963,28,15,2
2016,5,5,3,7,998,28,15,3
2016,6,5,3,7,3337,28,15,2
2016,6,4,2,61,3897,28,15,2
2016,6,5,3,100,232,28,15,3
2016,6,5,3,100,3275,28,15,2
2016,5,5,3,100,3978,28,15,1
2016,5,5,3,7,990,28,15,2
2016,5,5,3,7,4695,28,15,2
2016,5,5,3,7,2963,28,15,2
2016,6,5,4,144,1478,28,15,2
2016,5,5,3,7,765,28,15,2
2016,5,4,3,7,2963,28,15,1
2016,5,4,3,7,3692,28,15,3
2016,5,5,3,7,3482,28,15,2
2016,5,5,4,144,518,28,15,2
2015,12,5,3,7,243,28,15,3
2016,5,5,2,61,3176,28,15,2
2016,5,5,3,7,3692,28,15,3
2016,5,5,3,7,1249,28,15,3
2016,5,5,4,65,1319,28,15,2
2016,5,4,3,7,29,28,15,3
2016,5,5,2,12,1253,28,15,2
2016,5,5,1,145,2819,28,15,3
2016,5,5,3,7,5079,28,15,2
2015,11,5,3,7,248,28,15,3
2016,5,5,2,61,2422,28,15,3
2016,5,5,4,115,4388,28,15,2
2016,5,5,1,145,4201,28,15,1
2016,5,5,1,27,3096,28,15,1
2015,10,4,3,7,4490,28,15,2
2016,4,5,3,7,29,28,15,2
2016,5,5,1,27,3865,28,15,3
2016,5,4,4,144,2701,28,15,1
2016,5,5,3,7,802,28,15,4
2016,4,5,3,7,1772,28,15,2
2016,4,5,2,118,2167,28,15,3
2015,12,5,2,81,2466,28,15,2
2016,4,5,3,7,29,28,15,3
2016,4,4,3,7,4896,28,15,3
2016,4,5,2,31,4351,28,15,2
2016,4,5,4,144,2701,28,15,3
2016,4,5,3,7,2963,28,15,1
2016,4,2,3,7,29,28,15,2
2016,4,5,1,27,1387,28,15,2
2016,4,5,0,92,851,28,15,3
2016,3,5,4,52,5166,28,15,2
2016,3,5,2,122,4406,28,15,2
2016,3,1,2,62,2147,28,15,4
2016,1,4,3,7,3595,28,15,3
2016,3,5,3,7,1206,28,15,1
2016,2,4,2,31,4351,28,15,1
2016,3,4,3,7,3692,28,15,3
2016,3,4,3,100,232,28,15,2
2016,2,5,3,7,1719,28,15,1
2016,3,4,2,118,2167,28,15,2
2016,3,5,3,7,3313,28,15,2
2015,9,5,3,7,2814,28,15,3
2016,3,5,4,98,2606,28,15,3
2015,12,5,3,7,4695,28,15,2
2016,3,5,2,122,4406,28,15,3
2016,3,5,3,7,2963,28,15,1
2016,2,5,4,132,2744,28,15,3
2016,2,5,3,7,978,28,15,3
2016,1,5,3,7,3692,28,15,1
2016,2,4,2,113,1273,28,15,1
2016,2,5,3,7,29,28,15,2
2016,2,5,4,76,2171,28,15,2
2016,2,5,3,7,765,28,15,1
2016,2,5,3,7,29,28,15,2
2016,2,5,4,144,411,28,15,2
2016,2,5,3,7,3313,28,15,3
2016,2,5,1,145,2545,28,15,1
2015,3,5,3,7,243,28,15,3
2016,1,5,4,98,2603,28,15,2
2016,2,5,1,27,4718,28,15,1
2016,1,5,1,145,1234,28,15,1
2016,1,2,4,144,1673,28,15,3
2016,1,5,3,7,29,28,15,2
2016,1,5,3,7,2963,28,15,3
2016,1,4,3,7,712,28,15,2
2015,9,5,3,7,29,28,15,1
2016,1,5,2,62,1230,28,15,2
2016,1,4,2,126,4332,28,15,1
2016,1,5,3,7,1191,28,15,2
2015,12,5,3,7,655,28,15,2
2016,1,5,3,7,2963,28,15,2
2015,9,5,2,113,1273,28,15,2
2016,1,5,3,7,29,28,15,2
2016,1,5,3,7,1948,28,15,3
2016,1,5,3,7,4695,28,15,2
2016,1,4,3,7,29,28,15,2
2016,1,3,3,100,3275,28,15,1
2016,1,5,3,7,4910,28,15,2
2015,12,5,1,145,70,28,15,2
2016,1,5,3,7,3637,28,15,2
2015,7,4,3,7,3319,28,15,2
2015,12,5,3,7,655,28,15,2
2015,12,5,1,145,728,28,15,1
2016,1,4,2,81,4138,28,15,1
2015,12,5,4,144,2701,28,15,2
2016,1,5,3,7,712,28,15,1
2015,12,5,2,61,2082,28,15,1
2016,1,4,4,65,1078,28,15,4
2015,7,5,3,7,1191,28,15,3
2015,4,4,3,100,233,28,15,3
2016,1,5,3,7,2963,28,15,2
2015,12,5,2,122,4406,28,15,2
2015,12,5,1,145,4139,28,15,2
2016,1,5,3,7,2963,28,15,2
2016,1,5,2,62,299,28,15,3
2015,12,5,1,145,904,28,15,2
2015,12,5,3,7,2620,28,15,2
2015,12,4,1,27,5228,28,15,2
2015,12,5,3,7,4695,28,15,2
2015,12,5,3,7,1337,28,15,2
2015,12,5,3,7,3692,28,15,2
2015,12,5,3,7,2963,28,15,2
2015,12,5,3,7,90,28,15,2
2015,12,5,2,122,4406,28,15,2
2015,12,3,2,143,4043,28,15,2
2015,12,5,2,62,330,28,15,2
2015,12,4,3,100,965,28,15,2
2015,12,5,3,7,2963,28,15,4
2015,12,4,3,7,2963,28,15,1
2015,12,5,2,122,4406,28,15,2
2015,12,5,4,144,2701,28,15,1
2015,12,4,2,62,299,28,15,1
2015,12,4,2,122,4406,28,15,2
2015,3,4,2,61,434,28,15,1
2015,6,5,2,139,2127,28,15,2
2015,12,5,1,145,217,28,15,3
2015,12,4,2,62,2147,28,15,3
2015,12,5,4,144,2701,28,15,2
2015,10,5,3,7,3692,28,15,3
2015,10,3,2,122,4406,28,15,2
2015,12,5,3,7,1318,28,15,1
2015,12,4,1,145,4554,28,15,1
2015,12,5,3,7,3387,28,15,2
2015,12,5,3,7,3399,28,15,1
2015,11,4,2,122,4406,28,15,2
2015,11,5,3,7,2963,28,15,1
2015,12,4,2,22,318,28,15,2
2015,11,5,3,7,3692,28,15,3
2015,11,5,3,7,29,28,15,1
2015,11,5,4,98,4828,28,15,3
2015,11,5,1,145,526,28,15,3
2015,11,4,2,122,4406,28,15,1
2015,11,4,3,7,2933,28,15,2
2015,11,5,3,7,3692,28,15,2
2015,11,5,3,7,3664,28,15,3
2015,10,5,4,144,5433,28,15,1
2015,10,5,3,7,3692,28,15,2
2015,10,4,2,135,326,28,15,1
2015,10,5,3,7,3121,28,15,1
2015,10,5,3,7,5008,28,15,2
2015,10,5,3,7,331,28,15,1
2015,9,5,4,144,1384,28,15,1
2015,10,5,3,7,4694,28,15,2
2015,9,4,3,100,233,28,15,2
2015,10,5,2,41,1265,28,15,2
2015,2,4,3,100,965,28,15,3
2015,10,4,3,7,2580,28,15,2
2015,8,5,3,7,655,28,15,2
2015,10,4,3,7,3692,28,15,2
2015,10,5,3,7,3692,28,15,2
2015,5,4,3,7,1765,28,15,2
2015,9,5,4,144,3703,28,15,3
2015,10,5,2,61,434,28,15,4
2015,10,5,3,7,3692,28,15,1
2015,10,4,0,125,3804,28,15,2
2015,9,5,3,7,2849,28,15,2
2015,9,5,3,7,745,28,15,2
2015,9,4,3,100,965,28,15,2
2015,9,4,2,118,4048,28,15,3
2015,9,5,3,7,2963,28,15,2
2015,9,5,3,7,2963,28,15,2
2015,9,4,4,8,5084,28,15,2
2015,9,5,3,7,1626,28,15,2
2015,9,5,1,145,1986,28,15,2
2015,9,5,3,7,2963,28,15,2
2015,9,5,3,7,3164,28,15,2
2015,9,5,3,7,5314,28,15,2
2015,9,5,3,100,3301,28,15,2
2015,9,5,3,7,3692,28,15,2
2015,9,5,3,7,4695,28,15,1
2015,9,5,2,118,54,28,15,3
2015,9,4,3,7,3144,28,15,2
2015,9,5,3,7,655,28,15,1
2015,8,5,3,7,2963,28,15,2
2015,2,5,2,62,5427,28,15,3
2015,9,4,3,7,5247,28,15,3
2015,8,5,4,144,2701,28,15,2
2015,7,5,4,98,4827,28,15,3
2015,8,5,3,7,4760,28,15,2
2015,9,4,3,7,2963,28,15,2
2015,9,5,4,144,5161,28,15,1
2015,6,5,2,62,299,28,15,2
2015,2,4,3,7,29,28,15,2
2015,6,3,3,7,3692,28,15,2
2015,8,4,3,7,3692,28,15,2
2015,8,5,2,143,1424,28,15,2
2015,8,5,3,7,64,28,15,2
2015,8,3,2,122,4406,28,15,2
2014,11,4,3,7,1702,28,15,3
2015,8,4,4,144,1945,28,15,2
2015,7,5,2,62,1662,28,15,1
2015,8,5,1,145,5254,28,15,2
2015,8,5,3,7,978,28,15,2
2015,7,4,3,100,3309,28,15,2
2015,8,5,3,7,3692,28,15,2
2014,9,5,1,145,4902,28,15,3
2014,9,4,1,145,3457,28,15,2
2015,8,4,3,7,802,28,15,2
2015,8,5,2,118,4048,28,15,2
2015,8,5,3,7,5224,28,15,2
2015,7,4,3,7,1642,28,15,1
2015,8,5,3,7,3692,28,15,3
2015,7,5,1,145,3308,28,15,2
2015,7,5,3,7,3692,28,15,2
2015,7,5,4,144,661,28,15,1
2015,7,5,2,62,319,28,15,2
2015,8,5,3,7,4082,28,15,1
2015,4,5,1,145,3718,28,15,2
2015,7,5,3,7,2963,28,15,3
2015,7,4,3,7,3692,28,15,2
2015,7,5,3,7,903,28,15,2
2015,7,5,3,7,3692,28,15,3
2015,7,5,2,143,19,28,15,2
2015,7,5,3,7,802,28,15,2
2015,7,5,3,7,2963,28,15,2
2015,7,5,3,7,3692,28,15,2
2015,7,5,3,7,4044,28,15,2
2015,7,4,2,69,4726,28,15,2
2015,7,4,1,145,4152,28,15,2
2015,7,5,3,7,4695,28,15,2
2015,7,5,3,7,2963,28,15,3
2015,6,4,3,7,2963,28,15,3
2015,7,5,3,7,3692,28,15,2
2015,6,3,3,7,3692,28,15,2
2015,7,4,3,7,2963,28,15,2
2015,7,4,3,7,2963,28,15,2
2015,7,4,3,7,4959,28,15,2
2015,7,5,4,144,2847,28,15,2
2015,7,5,4,144,2701,28,15,1
2015,7,5,3,7,3313,28,15,3
2014,9,5,1,145,4304,28,15,3
2015,7,5,2,122,4406,28,15,2
2015,7,5,3,100,3309,28,15,2
2015,7,5,3,7,2963,28,15,2
2015,6,5,3,7,29,28,15,2
2015,3,5,3,7,288,28,15,2
2015,7,2,4,144,661,28,15,2
2014,12,5,3,7,3692,28,15,2
2015,7,5,3,7,5350,28,15,2
2014,8,5,3,7,4695,28,15,3
2015,7,5,2,135,135,28,15,2
2014,12,4,3,100,5145,28,15,2
2015,6,5,3,7,2963,28,15,2
2015,5,4,3,7,1834,28,15,2
2015,6,4,3,7,1191,28,15,3
2014,11,5,3,7,3692,28,15,2
2015,6,5,3,100,4068,28,15,3
2015,6,5,2,109,2857,28,15,2
2015,6,4,4,144,1739,28,15,3
2015,6,5,2,122,4406,28,15,1
2015,6,5,4,44,4731,28,15,2
2015,6,5,3,7,29,28,15,2
2015,5,5,3,7,2963,28,15,2
2015,6,5,3,7,1642,28,15,2
2015,6,5,1,145,4944,28,15,2
2015,6,5,3,7,655,28,15,2
2015,6,4,2,122,4406,28,15,2
2014,11,5,4,144,2847,28,15,3
2014,7,5,3,7,2963,28,15,2
2014,11,4,3,7,1191,28,15,2
2015,6,5,3,7,745,28,15,2
2015,3,3,4,132,5001,28,15,1
2015,5,5,4,127,2878,28,15,3
2014,7,5,3,7,2963,28,15,3
2014,11,5,3,7,1666,28,15,2
2015,6,5,3,7,1418,28,15,1
2015,6,4,3,7,139,28,15,2
2015,6,4,3,7,2623,28,15,3
2015,6,4,4,144,651,28,15,2
2015,4,5,2,122,4406,28,15,2
2015,5,5,3,7,43,28,15,1
2015,6,3,3,7,4649,28,15,1
2015,6,5,3,7,29,28,15,2
2015,5,4,4,144,1026,28,15,3
2015,2,4,4,144,2601,28,15,1
2015,6,5,3,7,2963,28,15,3
2015,6,4,2,61,3176,28,15,2
2014,10,5,3,7,3692,28,15,2
2015,5,4,3,7,4696,28,15,1
2015,5,4,3,7,4017,28,15,2
2015,5,5,3,7,1537,28,15,3
2015,5,5,3,7,655,28,15,3
2015,5,5,3,7,1191,28,15,3
2015,5,5,3,7,1023,28,15,2
2015,5,4,3,7,1971,28,15,2
2015,1,5,3,7,2963,28,15,1
2015,5,4,3,7,2963,28,15,1
2015,5,4,3,7,2963,28,15,1
2015,5,5,4,144,2701,28,15,1
2015,5,5,3,7,2963,28,15,2
2015,5,5,3,7,3692,28,15,2
2015,5,5,3,7,765,28,15,2
2015,5,5,4,144,4177,28,15,1
2015,5,4,3,7,655,28,15,2
2014,10,5,3,7,2963,28,15,2
2015,5,5,3,7,655,28,15,1
2015,5,5,1,145,4152,28,15,2
2015,5,5,3,7,29,28,15,1
2014,7,5,3,7,3365,28,15,1
2015,5,5,2,62,1230,28,15,2
2015,5,4,3,7,2963,28,15,2
2015,4,5,2,31,1992,28,15,1
2015,4,5,3,7,263,28,15,1
2015,4,4,3,7,3692,28,15,1
2015,4,4,3,7,2963,28,15,2
2015,4,5,3,7,3692,28,15,2
2015,4,5,3,100,965,28,15,1
2015,3,3,4,52,451,28,15,3
2015,4,5,3,7,1576,28,15,2
2015,3,5,3,7,1216,28,15,4
2015,4,5,1,27,2561,28,15,2
2015,4,5,3,7,4086,28,15,2
2015,4,5,3,7,1191,28,15,2
2015,4,5,3,7,1760,28,15,2
2015,3,4,3,7,256,28,15,1
2015,4,5,3,7,2963,28,15,3
2015,4,4,3,100,3244,28,15,1
2014,8,5,2,97,2273,28,15,1
2015,3,5,2,62,2147,28,15,2
2015,4,5,4,67,1128,28,15,3
2015,4,5,4,127,2794,28,15,2
2015,4,4,3,7,3692,28,15,2
2015,3,5,3,7,69,28,15,2
2014,5,4,3,7,2963,28,15,2
2015,2,3,4,144,1425,28,15,2
2015,3,5,3,7,3692,28,15,1
2014,8,5,2,81,2466,28,15,2
2015,3,5,3,7,243,28,15,1
2015,3,4,3,7,29,28,15,2
2015,2,5,3,7,3692,28,15,2
2015,1,5,4,144,3329,28,15,2
2015,2,5,3,7,29,28,15,1
2014,8,5,3,7,1760,28,15,1
2015,2,4,4,98,3380,28,15,3
2015,1,5,2,62,299,28,15,2
2015,2,4,2,150,4216,28,15,2
2014,5,4,4,131,2756,28,15,2
2014,7,5,3,7,5396,28,15,3
2014,3,5,3,7,4695,28,15,2
2014,5,4,2,62,299,28,15,2
2014,3,4,3,7,29,28,15,1
2015,1,5,2,62,2147,28,15,2
2014,12,4,3,7,3692,28,15,2
2015,1,4,1,145,1908,28,15,2
2014,7,4,3,7,4410,28,15,2
2015,1,3,3,7,3692,28,15,2
2015,1,5,1,27,1103,28,15,1
2015,1,5,3,7,29,28,15,0
2015,1,5,3,7,3692,28,15,2
2015,1,5,3,7,296,28,15,2
2015,1,4,3,7,3692,28,15,2
2015,1,5,3,7,1360,28,15,2
2015,1,3,3,7,2963,28,15,2
2015,1,4,3,7,3692,28,15,2
2014,2,5,3,7,3692,28,15,2
2015,1,5,3,7,2963,28,15,2
2015,1,5,3,7,5181,28,15,2
2014,11,4,4,144,2601,28,15,2
2015,1,5,3,7,29,28,15,2
2015,1,5,3,7,3305,28,15,2
2015,1,4,3,7,3928,28,15,1
2015,1,3,3,7,2963,28,15,2
2014,2,5,3,7,4695,28,15,3
2014,8,5,4,144,1246,28,15,2
2014,12,5,3,7,303,28,15,2
2015,1,5,3,7,3692,28,15,1
2015,1,5,4,59,698,28,15,4
2014,11,2,3,7,2963,28,15,1
2014,12,5,3,7,3692,28,15,2
2014,12,4,3,7,2963,28,15,2
2014,12,5,3,7,3692,28,15,2
2014,12,5,2,143,19,28,15,2
2014,12,5,2,62,2486,28,15,2
2014,12,4,2,81,2466,28,15,2
2014,12,5,4,144,2701,28,15,2
2014,12,4,3,7,1191,28,15,2
2014,11,5,1,145,230,28,15,1
2014,12,5,4,132,5464,28,15,2
2014,11,4,2,81,2466,28,15,2
2014,11,3,3,7,4695,28,15,2
2014,11,5,3,7,2963,28,15,2
2014,11,3,3,7,4365,28,15,1
2014,11,3,3,100,232,28,15,2
2014,2,5,3,7,3692,28,15,2
2014,3,5,1,27,3096,28,15,3
2014,10,5,3,7,3833,28,15,1
2014,8,5,3,7,2963,28,15,3
2014,11,5,2,62,2147,28,15,2
2014,11,5,2,122,4406,28,15,2
2014,10,5,0,125,2463,28,15,2
2014,6,4,3,7,5389,28,15,2
2014,11,5,4,144,2701,28,15,1
2014,10,5,3,7,3692,28,15,3
2014,5,4,0,125,827,28,15,3
2014,11,4,2,135,2026,28,15,3
2014,11,4,2,62,317,28,15,3
2013,12,5,3,7,2997,28,15,2
2013,12,5,3,7,2963,28,15,2
2014,11,5,3,7,3692,28,15,3
2014,11,5,3,7,3692,28,15,2
2014,3,5,1,27,622,28,15,2
2014,10,5,3,7,29,28,15,2
2014,8,4,2,62,299,28,15,2
2014,9,5,3,7,4013,28,15,2
2014,10,5,3,7,2963,28,15,1
2014,6,5,3,7,92,28,15,1
2014,10,5,3,7,1370,28,15,1
2014,10,5,3,7,3692,28,15,1
2014,10,4,3,7,3692,28,15,2
2014,10,5,4,144,1366,28,15,2
2014,10,5,3,7,3692,28,15,2
2014,10,5,2,81,3676,28,15,1
2014,9,5,3,7,3692,28,15,2
2014,10,5,3,7,4661,28,15,2
2014,10,5,3,7,4695,28,15,2
2014,10,3,3,7,3692,28,15,2
2014,10,3,2,61,3176,28,15,2
2014,10,5,3,100,233,28,15,3
2014,9,4,3,7,2552,28,15,2
2014,10,2,3,7,1760,28,15,2
2014,10,4,3,7,5171,28,15,1
2014,10,4,3,7,3692,28,15,2
2014,9,4,3,7,575,28,15,2
2014,10,5,3,7,2963,28,15,2
2014,10,5,4,144,1473,28,15,2
2014,10,5,1,145,4824,28,15,2
2014,9,5,1,145,4198,28,15,0
2014,10,4,2,62,2147,28,15,2
2014,9,5,1,145,1243,28,15,3
2014,9,5,0,43,767,28,15,2
2014,10,5,3,7,2963,28,15,2
2014,9,5,3,7,3141,28,15,2
2014,9,4,3,7,4695,28,15,1
2014,1,3,4,144,5192,28,15,2
2014,9,4,3,7,1576,28,15,2
2014,5,5,3,7,3805,28,15,3
2014,9,4,3,100,232,28,15,2
2014,9,5,3,7,655,28,15,2
2014,9,5,3,7,2963,28,15,1
2014,9,5,4,144,815,28,15,2
2014,9,5,3,7,4925,28,15,2
2014,8,5,1,145,4733,28,15,3
2013,12,4,3,7,2246,28,15,2
2014,7,4,3,7,29,28,15,2
2014,8,4,3,7,3692,28,15,3
2014,8,5,3,7,2849,28,15,2
2014,8,3,2,31,2784,28,15,1
2014,8,5,3,7,4695,28,15,1
2014,8,4,3,7,2963,28,15,2
2014,8,3,2,31,1992,28,15,2
2014,8,5,3,7,4661,28,15,2
2014,8,5,4,144,4763,28,15,1
2014,8,5,3,7,5190,28,15,2
2014,8,5,2,31,1992,28,15,2
2014,8,5,4,144,2701,28,15,2
2014,8,5,3,7,4695,28,15,2
2014,7,5,3,7,4910,28,15,3
2014,7,4,3,7,4695,28,15,2
